"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Brachyphylla cavernarum",0,"XY","Brachyphylla cavernarum","Brachyphylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1834",1834,"Mammals",0,81.26,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",46.2,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Brachyphylla cavernarum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",21,-66.47592637,18.2273499,1,18.2273499,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,257.504054,1689.110556,1028.083356,36.95728518,60.57320333,88.93237202,402.135482,0.050130738,0.022396791,0.01730985,1.03423e-05,NA
"Brachyphylla nana",0,"XY","Brachyphylla nana","Brachyphylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MILLER 1902",1902,"Mammals",0,84.19,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",45.5,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Brachyphylla nana","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",45,-78.91392824,21.60109753,1,21.60109753,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,248.2879331,1356.393217,1500.854969,50.60371382,142.1413712,135.4877086,193.7550295,0.005305815,0.147539529,0.113376842,0.001113476,0
"Carollia benkeithi",0,"XY","Carollia benkeithi","Carollia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SOLARI & BAKER 2006",2006,"Mammals",0,60,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",13.3,1,"Phylogenetic Multiple Imputation",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Carollia benkeithi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,-75.983333,-9.299933556,0,9.299933556,"This work",0,0,0,0,1,0,0,0,189.0814884,2667.987718,630.3793123,39.45088597,1610.4214,953.7023669,18.16271761,0.001062073,0.042542199,0.062063733,0.001316092,NA
"Carollia brevicauda",1,"XAfusion","Carollia brevicauda","Carollia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SCHINZ 1821",1821,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",14.85,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Carollia brevicauda","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",982,-59.97676948,-4.559619393,0,4.559619393,"This work",0,0,0,0,1,0,0,0,245.1279868,2005.96682,779.9473502,57.42364672,381.9076078,1280.521619,21.99603686,0.001878016,0.040580933,0.056293846,0.048243861,0
"Carollia castanea",1,"XAfusion","Carollia castanea","Carollia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","H. ALLEN 1890",1890,"Mammals",0,60,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.3,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Carollia castanea","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",273,-72.62144078,5.781394489,0,5.781394489,"This work",0,0,0,0,1,0,0,0,237.9759512,2391.717455,592.132193,50.51746574,477.4949915,1032.334321,47.90660964,0.003124177,0.040284344,0.11878454,0.071828412,0
"Carollia manu",0,"XY","Carollia manu","Carollia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PACHECO, SOLARI, & VELAZCO 2004",2004,"Mammals",0,71,"",1,"Phylogenetic Multiple Imputation",18.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Carollia manu","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",10,-70.95676038,-13.67324831,0,13.67324831,"This work",0,0,0,0,1,0,0,0,128.3376865,1931.51136,1157.883667,60.18445256,2723.212492,856.6566658,18.42826808,0.00121517,0.039346176,0.175458555,0.026122352,NA
"Carollia perspicillata",1,"XAfusion","Carollia perspicillata","Carollia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","LINNAEUS 1758",1758,"Mammals",0,74,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",19.23,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Carollia perspicillata","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1278,-60.30370453,-6.123869585,0,6.123869585,"This work",0,0,0,0,1,0,0,0,241.7383508,1923.029278,1048.580218,57.33068319,398.5539174,1055.50126,30.25342867,0.002763884,0.071593143,0.067081378,0.076164777,0
"Carollia sowelli",0,"XY","Carollia sowelli","Carollia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","BAKER, SOLARI, & HOFFMANN 2002",2002,"Mammals",0,70,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",16.5,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Carollia sowelli","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",106,-89.07327793,15.80755045,0,15.80755045,"This work",0,0,0,0,1,0,0,0,240.9075288,1934.487398,1321.13631,65.89710262,389.056106,341.173761,88.53971582,0.006227025,0.125827711,0.104948004,0.000162314,NA
"Carollia subrufa",1,"XAfusion","Carollia subrufa","Carollia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","HAHN 1905",1905,"Mammals",0,61,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",15.84,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Carollia subrufa","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",38,-89.73877326,14.48385441,0,14.48385441,"This work",0,0,0,0,1,0,0,0,230.7384609,1819.758025,1042.097381,80.15678883,693.118642,190.8170056,164.5839889,0.012133246,0.167077341,0.152109683,0.000272378,0
"Centurio senex",0,"XY","Centurio senex","Centurio","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1842",1842,"Mammals",0,68,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",28,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Centurio senex","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",266,-83.7267714,13.52064194,0,13.52064194,"This work",0,0,0,0.060150376,0.939849624,0,0,0,238.0921474,1705.758722,1195.765392,69.31398518,518.7413676,330.9360488,78.69666482,0.005613969,0.089566797,0.139575706,0.041030792,0
"Chiroderma doriae",0,"XY","Chiroderma doriae","Chiroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1891",1891,"Mammals",0,74,"",1,"Phylogenetic Multiple Imputation",19.9,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chiroderma doriae","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",263,-46.98920139,-17.85764419,0,17.85764419,"This work",0,0,0,0,1,0,0,0,231.9273497,1286.847956,1780.375448,63.9650912,542.633784,189.6537371,59.0777873,0.006672014,0.188960675,0.136317509,0.182431912,NA
"Chiroderma improvisum",0,"XY","Chiroderma improvisum","Chiroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","BAKER & GENOWAYS 1976",1976,"Mammals",0,83,"",1,"Phylogenetic Multiple Imputation",35.39,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chiroderma improvisum","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-61.67629962,16.1610887,1,16.1610887,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,259.4543304,1582.140566,1007.071062,35.99052096,21.45817682,67.16647094,340.2656235,0.002865485,0.016070758,0.016551359,0,0.083333333
"Chiroderma salvini",0,"XY","Chiroderma salvini","Chiroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DOBSON 1878",1878,"Mammals",0,87,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",26.3,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chiroderma salvini","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",403,-72.71425854,-2.405579616,0,2.405579616,"This work",0,0,0,0.034739454,0.965260546,0,0,0,213.2526799,1896.073141,971.8649321,59.78438145,1006.996242,686.1124785,55.30767298,0.003982103,0.063094885,0.127945275,0.056873315,NA
"Chiroderma trinitatum",0,"XY","Chiroderma trinitatum","Chiroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GOODWIN 1958",1958,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.91,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chiroderma trinitatum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",858,-62.21485045,-4.526233319,0,4.526233319,"This work",0,0,0,0,1,0,0,0,246.4115632,2154.980797,750.0883401,54.81770281,331.6306725,1435.038382,12.80161293,0.00100112,0.04135915,0.036185193,0.074096677,NA
"Chiroderma villosum",1,"XAYAfusion","Chiroderma villosum","Chiroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1860",1860,"Mammals",0,79,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",23.81,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chiroderma villosum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",996,-64.41882908,-3.277633472,0,3.277633472,"This work",0,0,0,0,1,0,0,0,245.1490317,2116.14815,829.4016349,55.83704424,347.0149224,1315.705841,20.45276375,0.001671497,0.055073121,0.041230518,0.068711412,0
"Chiroderma vizottoi",0,"XY","Chiroderma vizottoi","Chiroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","TADDEI & LIM 2010",2010,"Mammals",1,72.23,"",1,"Phylogenetic Multiple Imputation",23,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chiroderma vizottoi","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",13,-42.84831848,-6.371360501,0,6.371360501,"This work",0,0,0,0,1,0,0,0,275.9310042,1187.051595,1319.996294,87.97301031,252.6879211,285.6221644,29.66246086,0.004503488,0.032304167,0.048061122,0.045914496,NA
"Choeroniscus godmani",0,"XY","Choeroniscus godmani","Choeroniscus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1903",1903,"Mammals",0,58,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",7.9,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Choeroniscus godmani","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",314,-66.20204744,6.055283491,0,6.055283491,"This work",0,0,0,0.012738854,0.987261146,0,0,0,241.5450406,2076.580687,781.0100094,61.22492955,457.807743,903.4470245,53.85136462,0.003581095,0.05021686,0.109019107,0.072342686,0
"Choeroniscus minor",0,"XY","Choeroniscus minor","Choeroniscus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1868",1868,"Mammals",0,61,"HBL",0,"Nogueira, Lima, Peracchi, and Simmons, 2012, Am. Mus. Novit., 2012:1-30",12,0,"Nogueira, Lima, Peracchi, and Simmons, 2012, Am. Mus. Novit., 2012:1-30",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Choeroniscus minor","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",538,-61.32248544,-2.048635378,0,2.048635378,"This work",0,0,0,0,1,0,0,0,248.1787293,2215.041048,721.4637727,51.54720805,274.835269,1648.737836,19.46015876,0.001705171,0.026624248,0.039138516,0.044476348,NA
"Choeroniscus periosus",0,"XY","Choeroniscus periosus","Choeroniscus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","HANDLEY 1966",1966,"Mammals",1,66,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",10.46,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Choeroniscus periosus","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",15,-77.68810216,3.168053359,0,3.168053359,"This work",0,0,0,0,1,0,0,0,235.4065726,4842.604883,265.1409311,26.14933226,474.4665349,617.327763,41.42512493,0.001719678,0.025150404,0.066908841,0.000460967,NA
"Choeronycteris mexicana",0,"XY","Choeronycteris mexicana","Choeronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","TSCHUDI 1844",1844,"Mammals",0,75,"HBL",0,"Schmidly and Bradley, 2016. The Mammals of Texas. University of Texas Press, Texas, 737 p.",25,0,"Schmidly and Bradley, 2016. The Mammals of Texas. University of Texas Press, Texas, 737 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Choeronycteris mexicana","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",211,-103.8751974,24.17247765,0,24.17247765,"This work",0,0,0,0.616113744,0.383886256,0,0,0,200.5764337,702.8655282,3861.34043,88.12921333,1140.262703,248.6349141,75.30031521,0.007137317,0.087484037,0.060282983,0.2114849,NA
"Chrotopterus auritus",0,"XY","Chrotopterus auritus","Chrotopterus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1856",1856,"Mammals",0,114,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",96.1,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chrotopterus auritus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1226,-57.39825718,-8.059734084,0,8.059734084,"This work",0,0,0,0,1,0,0,0,244.0321913,1895.707892,1115.507641,58.12333203,340.9471117,1073.925788,27.06588832,0.002622325,0.071702555,0.060439515,0.081682778,NA
"Dermanura anderseni",0,"XY","Dermanura anderseni","Dermanura","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","OSGOOD 1916",1916,"Mammals",0,120,"",1,"Phylogenetic Multiple Imputation",138,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Dermanura anderseni","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",371,-66.43703646,-7.337106604,0,7.337106604,"This work",0,0,0,0,1,0,0,0,241.180035,2282.976806,644.7759743,46.07355598,370.7114003,1793.919784,5.123577733,0.00045485,0.0171569,0.017665193,0.01422505,NA
