"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Platyrrhinus matapalensis",0,"XY","Platyrrhinus matapalensis","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO 2005",2005,"Mammals",0,59,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",18,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus matapalensis","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",18,-79.80442438,-1.355256735,0,1.355256735,"This work",0,0,0,0,1,0,0,0,225.0042338,1358.424309,615.8332618,90.80272097,465.5137279,280.7676093,116.2877183,0.010155699,0.141808866,0.165400078,0.000404261,NA
"Platyrrhinus nigellus",0,"XY","Platyrrhinus nigellus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GARDNER & CARTER 1972",1972,"Mammals",1,74,"",1,"Phylogenetic Multiple Imputation",21.6,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus nigellus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",95,-73.63478668,-10.29527073,0,10.29527073,"This work",0,0,0,0,1,0,0,0,142.7477922,1492.80967,953.6151129,57.28377532,2446.112036,785.2619581,34.95512532,0.002632813,0.060397285,0.173148189,0.026431024,NA
"Platyrrhinus nitelinea",0,"XY","Platyrrhinus nitelinea","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO & GARDNER 2009",2009,"Mammals",1,78,"",1,"Phylogenetic Multiple Imputation",27.5,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus nitelinea","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",9,-76.59754567,4.282602101,0,4.282602101,"This work",0,0,0,0,1,0,0,0,205.5764966,3133.140131,272.7068844,38.76256483,1161.077548,481.4183372,93.58132042,0.00461484,0.064056063,0.175042024,3.48171e-06,NA
"Platyrrhinus recifinus",0,"XY","Platyrrhinus recifinus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1901",1901,"Mammals",0,65,"",1,"Phylogenetic Multiple Imputation",17.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus recifinus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",133,-42.41480206,-16.08449293,0,16.08449293,"This work",0,0,0,0,1,0,0,0,232.9706991,1203.728132,1667.263667,65.83463234,466.7035055,120.8486385,128.0198017,0.013949818,0.175988137,0.200441588,0.038716954,NA
"Platyrrhinus umbratus",0,"XY","Platyrrhinus umbratus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","LYON 1902",1902,"Mammals",1,76.2,"",1,"Phylogenetic Multiple Imputation",25.17,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus umbratus","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",32,-74.83978468,4.259842122,0,4.259842122,"This work",0,0,0,0,1,0,0,0,202.7981058,1938.166192,384.2239995,45.26219624,1248.475656,328.8072192,168.0786947,0.009080595,0.060494806,0.255983617,0.017492057,NA
"Platyrrhinus vittatus",1,"XAYAfusion","Platyrrhinus vittatus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1860",1860,"Mammals",0,103,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",41.4,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus vittatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",108,-72.37559899,8.362839008,0,8.362839008,"This work",0,0,0,0,1,0,0,0,243.1770904,2064.397347,528.5971703,52.74618654,486.3379981,322.1762386,87.06939138,0.005410254,0.050459091,0.189639534,0.058289277,NA
"Pygoderma bilabiatum",0,"XY","Pygoderma bilabiatum","Pygoderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","WAGNER 1843",1843,"Mammals",0,85,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",18.5,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Pygoderma bilabiatum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",304,-50.26593646,-19.71292789,0,19.71292789,"This work",0,0,0,0,1,0,0,0,224.8463731,1362.582157,2090.178991,56.6130978,539.2444449,229.5413965,54.78927256,0.006111296,0.186582007,0.133765831,0.163646284,NA
"Rhinophylla alethina",0,"XY","Rhinophylla alethina","Rhinophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","HANDLEY 1966",1966,"Mammals",0,68,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",14,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Rhinophylla alethina","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",23,-78.47534654,1.553058929,0,1.553058929,"This work",0,0,0,0,1,0,0,0,229.7819429,3416.721416,404.1789026,51.96608283,505.0736709,479.6466211,86.58341537,0.006474659,0.085049245,0.126182753,0.000525122,NA
"Rhinophylla fischerae",0,"XY","Rhinophylla fischerae","Rhinophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","CARTER 1966",1966,"Mammals",0,59,"",1,"Phylogenetic Multiple Imputation",10.6,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Rhinophylla fischerae","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",429,-65.56486071,-3.456514797,0,3.456514797,"This work",0,0,0,0,1,0,0,0,241.6175574,2462.087036,515.99068,44.88588519,363.0018799,2069.512029,10.17730036,0.000673015,0.015496592,0.028378141,0.022057827,NA
"Rhinophylla pumilio",0,"XY","Rhinophylla pumilio","Rhinophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1865",1865,"Mammals",0,63.5,"",1,"Phylogenetic Multiple Imputation",13,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Rhinophylla pumilio","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",768,-59.45283193,-4.489800731,0,4.489800731,"This work",0,0,0,0,1,0,0,0,247.8718644,2094.743029,732.0161353,54.50079646,316.3465826,1530.563711,12.92280546,0.001302389,0.029100078,0.033442048,0.03323544,NA
"Scleronycteris ega",0,"XY","Scleronycteris ega","Scleronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1912",1912,"Mammals",1,57,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",49.54,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Scleronycteris ega","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",104,-64.026289,-0.28729201,0,0.28729201,"This work",0,0,0,0,1,0,0,0,250.1947904,2688.084642,465.1989453,33.45806069,144.0430893,3148.456654,3.24764069,0.000360977,0.001926006,0.000711777,6.39197e-05,NA
"Sphaeronycteris toxophyllum",0,"XY","Sphaeronycteris toxophyllum","Sphaeronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1882",1882,"Mammals",0,63,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",17,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sphaeronycteris toxophyllum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",419,-66.72927241,-2.9709126,0,2.9709126,"This work",0,0,0,0,1,0,0,0,246.5621615,2285.27533,606.7805236,47.65982711,277.7238041,1927.47155,11.82457849,0.000926875,0.013326933,0.02691861,0.041182186,NA
"Stenoderma rufum",0,"XY","Stenoderma rufum","Stenoderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DESMAREST 1820",1820,"Mammals",0,61.87,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",21.1,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Stenoderma rufum","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",8,-66.47592637,18.2273499,1,18.2273499,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,255.9791291,1586.390872,1097.737509,36.1878191,89.24222165,57.02440126,444.1611923,0.079779545,0.029735057,0.023407216,0,NA
"Sturnira angeli",0,"XY","Sturnira angeli","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DE LA TORRE 1966",1966,"Mammals",0,62,"",1,"Phylogenetic Multiple Imputation",15.46,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira angeli","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,-61.01807785,14.65265185,1,14.65265185,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,257.2260072,2257.463871,878.2153959,38.34340696,15.60117134,138.3818638,265.6086575,0.002088786,0.010774616,0.004717122,0,NA
"Sturnira aratathomasi",0,"XY","Sturnira aratathomasi","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERSON & TAMSITT 1968",1968,"Mammals",0,89.27,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",49.67,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira aratathomasi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",17,-76.39679841,2.914576387,0,2.914576387,"This work",0,0,0,0,1,0,0,0,195.1705675,3279.097832,282.2810884,30.31677916,1384.105313,477.5967842,98.32430119,0.004145392,0.041889286,0.230414715,0.000154389,NA
"Sturnira bakeri",0,"XY","Sturnira bakeri","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO & PATTERSON 2014",2014,"Mammals",0,70,"",1,"Phylogenetic Multiple Imputation",20,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira bakeri","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-80.14392095,-3.665467262,0,3.665467262,"This work",0,0,0,0,1,0,0,0,222.5951174,558.2848368,707.0655824,114.8393806,467.9528879,247.3041308,45.06139689,0.002605767,0.071355076,0.028894146,0,NA
"Sturnira bidens",0,"XY","Sturnira bidens","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1915",1915,"Mammals",0,101,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",18.05,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira bidens","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",94,-76.00314885,-1.06247813,0,1.06247813,"This work",0,0,0,0,1,0,0,0,176.1439591,1867.160447,495.5120011,48.58207517,1762.621003,559.4314054,71.81782216,0.004221266,0.065142072,0.205764265,0.032447511,NA
"Sturnira bogotensis",0,"XY","Sturnira bogotensis","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SHAMEL 1927",1927,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",21.99,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira bogotensis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",81,-76.39281266,0.252242908,0,0.252242908,"This work",0,0,0,0,1,0,0,0,185.6602842,1686.186508,486.5130983,59.15033548,1492.510052,398.5344511,107.0350015,0.005763722,0.063904454,0.210690238,0.023874814,NA
"Sturnira burtonlimi",0,"XY","Sturnira burtonlimi","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VELAZCO & PATTERSON 2014",2014,"Mammals",0,69,"",1,"Phylogenetic Multiple Imputation",20,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira burtonlimi","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,-83.96023445,9.854222407,0,9.854222407,"This work",0,0,0,0,1,0,0,0,241.0659753,3182.35751,517.9028756,47.86958897,281.1894057,241.5433802,113.2964662,0.013444196,0.053741375,0.128739134,0,NA
"Sturnira erythromos",0,"XY","Sturnira erythromos","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","TSCHUDI 1844",1844,"Mammals",0,63,"",1,"Phylogenetic Multiple Imputation",15.53,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira erythromos","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",286,-70.91134161,-4.906117303,0,4.906117303,"This work",0,0,0,0,1,0,0,0,196.0363711,1579.329343,1052.335934,62.49164781,1368.594529,604.1998664,49.25023822,0.002897156,0.051877854,0.141049961,0.082105695,NA
"Sturnira hondurensis",0,"XY","Sturnira hondurensis","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GOODWIN 1940",1940,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",21,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira hondurensis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",61,-93.12606071,16.61787652,0,16.61787652,"This work",0,0,0,0,1,0,0,0,212.3147914,1573.986605,1445.389131,79.60179685,1052.961674,254.0690463,162.7859153,0.014159275,0.152179922,0.155757043,0.002460005,NA
"Sturnira koopmanhilli",0,"XY","Sturnira koopmanhilli","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MCCARTHY, ALBUJA, & ALBERICO 2006",2006,"Mammals",0,69,"",1,"Phylogenetic Multiple Imputation",20,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira koopmanhilli","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",15,-77.96442163,1.309439474,0,1.309439474,"This work",0,0,0,0,1,0,0,0,193.8013362,2878.545722,307.110725,40.69436706,1326.712431,512.6125064,117.5337933,0.009952667,0.086421184,0.186824153,0.003114554,NA
"Sturnira lilium",0,"XY","Sturnira lilium","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","É. GEOFFROY SAINT-HILAIRE 1810",1810,"Mammals",0,65.96,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",19.1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira lilium","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",466,-49.68299108,-18.5367769,0,18.5367769,"This work",0,0,0,0,1,0,0,0,232.6606939,1264.240166,2159.305815,61.07538268,414.2379928,266.2368721,42.93451995,0.004739765,0.143858095,0.103010429,0.174036539,NA
