"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Scutisorex somereni",0,"XY","Scutisorex somereni","Scutisorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1910",1910,"Mammals",0,153,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",92,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,1,0,0,0,0,"Smith and Angielczyk, 2020, Proc. R. Soc. B, 287:20200457",0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Scutisorex somereni","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",53,27.38824541,0.453743755,0,0.453743755,"This work",1,0,0,0,0,0,0,0,221.2894846,1753.33083,540.651054,33.59097005,822.4367865,536.0687258,90.10154985,0.00263396,0.092022944,0.054397223,0.000556323,NA
"Scutisorex thori",0,"XY","Scutisorex thori","Scutisorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","STANLEY, MALEKANI, & GAMBALEMOKE 2013",2013,"Mammals",0,146,"HBL",0,"Stanley, Robbins, Malekani, Mbalitini, Migurimu, Mukinzi, Hulselmans, Prévot, Verheyen, Hutterer, Doty, Monroe, Nakazawa, Braden, Carroll, Peterhans, Bates, and Esselstyn, 2013, Biol. Lett., 9:20130486",49,0,"Smith and Angielczyk, 2020, Proc. R. Soc. B, 287:20200457",0.7154,0.9983,1,"Phylogenetic Multiple Imputation",0.5,1,1,0,0,0,0,"Stanley, Robbins, Malekani, Mbalitini, Migurimu, Mukinzi, Hulselmans, Prévot, Verheyen, Hutterer, Doty, Monroe, Nakazawa, Braden, Carroll, Peterhans, Bates, and Esselstyn, 2013, Biol. Lett., 9:20130486",0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Scutisorex thori","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,20.8833,-0.241268246,0,0.241268246,"This work",1,0,0,0,0,0,0,0,239.1422954,2105.388982,442.2901502,21.92543645,368.9602763,627.4880931,16.88290419,0.000650878,0.013421437,0.008335341,0,NA
"Solisorex pearsoni",0,"XY","Solisorex pearsoni","Solisorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1924",1924,"Mammals",0,150,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",66.6,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Solisorex pearsoni","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,80.7418066,7.299170613,1,7.299170613,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,245.5483471,2140.325758,779.3764463,47.23195592,484.8056129,170.0131543,537.1953406,0.007388609,0.260142615,0.02980495,0,NA
"Sorex alaskanus",0,"XY","Sorex alaskanus","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MERRIAM 1900",1900,"Mammals",1,84.6582,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",14,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,1,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex alaskanus","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-136.3086023,58.95287547,0,58.95287547,"This work",0,0,0,1,0,0,0,0,-8.125673321,1682.858761,7530.766595,49.67842997,825.053953,1900.580566,0.053123326,0,1.16635e-06,0,0.000227673,NA
"Sorex alpinus",0,"XY","Sorex alpinus","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","SCHINZ 1837",1837,"Mammals",0,83,"HBL",0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",12,0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,1,0,0,0,0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",0.25,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex alpinus","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",89,12.61363672,46.14457125,0,46.14457125,"This work",0,0,0,0,0,0,1,0,78.39178378,991.0602085,7180.300529,29.35361972,774.3847305,146.1891803,122.6682215,0.00933955,0.111601989,0.068900585,0,NA
"Sorex antinorii",1,"XAfusion","Sorex antinorii","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","BONAPARTE 1840",1840,"Mammals",0,87,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",11.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex antinorii","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",47,11.37895606,43.77500377,0,43.77500377,"This work",0,0,0,0,0,0,1,0,110.9835735,916.5133108,6552.521491,28.06077315,654.5811556,127.5599368,225.114485,0.014128466,0.129148438,0.053400777,0,0.33333333
"Sorex araneus",1,"XAfusion","Sorex araneus","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","LINNAEUS 1758",1758,"Mammals",0,85,"HBL",0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",14,0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",1,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",0.5,1,1,0,0,0,0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",0.25,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,5,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex araneus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1284,55.44190991,55.98221883,0,55.98221883,"This work",0,0,0,0,0,0,0.998442368,0,23.46173437,558.7300926,10726.70021,40.32107354,327.6284485,536.4252226,41.85438745,0.002858526,0.092629723,0.029482944,0.025326933,0.2
"Sorex arcticus",1,"XAfusion","Sorex arcticus","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","KERR 1792",1792,"Mammals",0,76.2,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.2,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex arcticus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",461,-100.8571488,53.68840776,0,53.68840776,"This work",0,0,0,1,0,0,0,0,1.807174273,554.7761439,12360.35528,47.50278958,431.3192122,1008.967495,4.560121624,0.000796538,0.072140332,0.006362971,0.016653385,NA
"Sorex arizonae",0,"XY","Sorex arizonae","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DIERSING & HOFFMEISTER 1977",1977,"Mammals",0,57.98,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",2.7,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex arizonae","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",13,-109.3046522,31.10554741,0,31.10554741,"This work",0,0,0,1,0,0,0,0,170.2682143,436.2610808,6681.874642,81.79465679,1450.76374,236.8998232,17.43024404,0.004284092,0.065775822,0.001531156,0.251950624,NA
"Sorex arunchi",0,"XY","Sorex arunchi","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","LAPINI & TESTONE 1998",1998,"Mammals",1,66,"",1,"Phylogenetic Multiple Imputation",6.3,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,1,"Taxonomic Imputation","","","",2,13.20897554,46.15600056,0,46.15600056,"This work",0,0,0,0,0,0,1,0,98.65173635,1482.390227,7055.353532,20.27358808,521.7530189,137.6348312,202.8452289,0.011084713,0.096816047,0.039767806,0,NA
"Sorex asper",1,"XAfusion","Sorex asper","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1914",1914,"Mammals",0,77,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",8.1,1,"Phylogenetic Multiple Imputation",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex asper","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",46,79.07697098,43.79889062,0,43.79889062,"This work",0,0,0,0,0,0,1,0,44.65674664,324.5709669,10114.94947,47.44232994,1615.47106,545.880409,24.6254693,0.00159824,0.058375483,0.022076291,0.366797011,0.266666667
"Sorex bairdi",0,"XY","Sorex bairdi","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MERRIAM, 1895",1895,"Mammals",0,76.2,"",1,"Phylogenetic Multiple Imputation",8.34,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex bairdi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",10,-122.0732681,46.50559833,0,46.50559833,"This work",0,0,0,1,0,0,0,0,89.34644793,1425.35409,5650.994729,60.8527335,605.4163638,239.3625073,81.42918955,0.020463454,0.041417329,0.023964809,0.025231315,NA
"Sorex bedfordiae",0,"XY","Sorex bedfordiae","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1911",1911,"Mammals",0,72,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",7.5,1,"Phylogenetic Multiple Imputation",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex bedfordiae","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",75,101.8352556,29.61008021,0,29.61008021,"This work",0,0,0.226666667,0,0,0,0.773333333,0,95.74158948,1014.253935,5949.614338,87.84260069,2441.726286,855.3956381,94.09920981,0.003463201,0.074824198,0.125305138,0.023605183,NA
"Sorex bendirii",0,"XY","Sorex bendirii","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MERRIAM 1884",1884,"Mammals",0,96.52,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",16.1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex bendirii","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",31,-122.6986849,44.67801228,0,44.67801228,"This work",0,0,0,1,0,0,0,0,93.43171524,1433.081502,5328.778577,63.58683145,658.6033316,242.8500478,48.69111352,0.010045514,0.032858503,0.026651938,0.011191246,0.653846154
"Sorex buchariensis",0,"XY","Sorex buchariensis","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","OGNEV 1922",1922,"Mammals",1,84,"",1,"Phylogenetic Multiple Imputation",11.9,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex buchariensis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",9,70.28227435,39.04908428,0,39.04908428,"This work",0,0,0,0,0,0,1,0,12.65308149,556.4755042,7622.646465,58.44765085,3034.844386,908.9594483,25.54868183,0.000794005,0.019098922,0.087755089,0.100412054,0.526315789
"Sorex caecutiens",0,"XY","Sorex caecutiens","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","LAXMANN 1788",1788,"Mammals",0,70,"HBL",0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",8.5,0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",1,1,0,"Stark, Pincheira-Donoso, and Meiri, 2020, Glob. Ecol. Biogeogr., 29:857-884",0.5,1,1,0,0,0,0,"Burton, 2002. Mammals of Britain and Europe. Kingfisher Publications, London, 192 p.",0.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex caecutiens","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1688,98.03060626,58.41382624,0,58.41382624,"This work",0,0,0,0,0,0,0.999407583,0,-30.33570213,462.18508,13767.9399,57.03715725,416.9481627,1195.850007,12.79624948,0.000657761,0.036436575,0.013523124,0.022496992,0.5
"Sorex camtschatica",0,"XY","Sorex camtschatica","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","YUDIN 1972",1972,"Mammals",0,76.2,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.2,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex camtschatica","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",76,159.744362,58.2441507,0,58.2441507,"This work",0,0,0,0,0,0,1,0,-39.09344503,575.4133162,11363.83097,41.29401221,369.3082014,1589.574343,1.737932024,6.69661e-05,0,2.50113e-06,6.09004e-06,NA
"Sorex cansulus",0,"XY","Sorex cansulus","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1912",1912,"Mammals",1,64,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",5.5,1,"Phylogenetic Multiple Imputation",1,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex cansulus","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",5,104.0455596,33.8787146,0,33.8787146,"This work",0,0,0,0,0,0,1,0,46.21573523,642.5323754,7173.330636,82.90428372,2756.803164,1332.453326,54.27047896,0.000938,0.083115855,0.153561948,0.023132337,NA
"Sorex cinereus",0,"XY","Sorex cinereus","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","KERR 1792",1792,"Mammals",0,76.2,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.2,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex cinereus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1177,-105.7592277,52.30441311,0,52.30441311,"This work",0,0,0,1,0,0,0,0,12.23892406,638.6626336,11004.86029,43.74013422,600.5915904,1043.34719,15.73179334,0.003003757,0.065473651,0.011921981,0.03818693,0.90625
"Sorex coronatus",1,"XAfusion","Sorex coronatus","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MILLET 1828",1828,"Mammals",0,87,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",9.6,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex coronatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",112,3.35489231,47.23035064,0,47.23035064,"This work",0,0,0,0,0,0,1,0,104.8510727,873.6838875,5676.226255,17.92457903,368.1819029,93.03298435,178.6658611,0.011995576,0.174308807,0.078551378,0,0.1
"Sorex cylindricauda",0,"XY","Sorex cylindricauda","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MILNE-EDWARDS 1872",1872,"Mammals",0,77,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",6.1,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex cylindricauda","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",52,103.7545685,30.69509747,0,30.69509747,"This work",0,0,0.019230769,0,0,0,0.980769231,0,92.08915919,899.7836246,6535.964594,86.30495289,2294.159245,805.0758935,110.7097816,0.003581344,0.076549539,0.097532302,0.014196518,NA
"Sorex daphaenodon",1,"XAfusion","Sorex daphaenodon","Sorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1907",1907,"Mammals",0,76,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",8.1,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sorex daphaenodon","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",858,114.4741934,55.90991697,0,55.90991697,"This work",0,0,0,0,0,0,1,0,-29.48142979,441.5225915,14670.69718,68.19312275,495.7811696,1094.429026,10.43573181,0.00045274,0.03747405,0.014985412,0.038387922,0.090909091
