"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Crocidura nigrofusca",0,"XY","Crocidura nigrofusca","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MATSCHIE 1895",1895,"Mammals",1,95,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",23.5,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura nigrofusca","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",359,29.49113459,-6.505186486,0,6.505186486,"This work",1,0,0,0,0,0,0,0,222.8174647,1096.981934,1371.256248,81.86496388,1007.433744,529.1086291,50.05616745,0.001407486,0.084846274,0.125280309,0.073732362,NA
"Crocidura nimbae",0,"XY","Crocidura nimbae","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HEIM DE BALSAC 1956",1956,"Mammals",0,90,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",19,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura nimbae","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",13,-8.413104278,7.057888494,0,7.057888494,"This work",1,0,0,0,0,0,0,0,248.5731892,1909.772829,971.3800759,59.76146046,335.6379126,373.1596576,58.85404596,0.00592618,0.227944777,0.232585688,0.000453409,0.291666667
"Crocidura nimbasilvanus",0,"XY","Crocidura nimbasilvanus","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HUTTERER 2003",2003,"Mammals",0,147.42,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",20,1,"Phylogenetic Multiple Imputation",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,1,0,0,0,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura nimbasilvanus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-8.449565949,7.589522262,0,7.589522262,"This work",1,0,0,0,0,0,0,0,247.2069559,1841.420248,924.6742424,63.2822314,375.3868113,290.3818182,75.91431426,0.01077622,0.259502913,0.267609682,0,NA
"Crocidura ninoyi",0,"XY","Crocidura ninoyi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","ESSELSTYN & GOODMAN 2010",2010,"Mammals",0,85,"",1,"Phylogenetic Multiple Imputation",11,1,"Phylogenetic Multiple Imputation",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,1,0,0,0,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura ninoyi","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,122.5762882,12.40795164,1,12.40795164,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,264.7696693,2506.695553,731.18187,51.4304447,24.10643631,368.8043912,296.448248,0.001222545,0.025066857,0.007978042,0,NA
"Crocidura niobe",0,"XY","Crocidura niobe","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1906",1906,"Mammals",0,81,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",10,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura niobe","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",16,28.76793013,-3.465091059,0,3.465091059,"This work",1,0,0,0,0,0,0,0,197.5187192,1439.4146,709.1192788,48.27718747,1506.369991,322.4248655,281.7388746,0.007654044,0.207698033,0.089320935,0.002562314,NA
"Crocidura obscurior",0,"XY","Crocidura obscurior","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HEIM DE BALSAC 1958",1958,"Mammals",0,50,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",4,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura obscurior","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",52,-6.576597252,6.561515335,0,6.561515335,"This work",1,0,0,0,0,0,0,0,254.6373519,1876.68238,1014.334557,60.86858322,195.2587003,279.6486504,128.3692366,0.008614857,0.245161777,0.239176674,0.000254925,NA
"Crocidura olivieri",0,"XY","Crocidura olivieri","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","LESSON 1827",1827,"Mammals",0,140,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",65,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura olivieri","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1412,19.96015942,1.371442103,0,1.371442103,"This work",0.976628895,0,0,0,0,0,0.023371105,0,243.3144947,1087.671537,1826.419284,93.13513762,676.1783652,523.1870811,60.67444026,0.002078048,0.117690482,0.123898884,0.118381426,NA
"Crocidura orientalis",0,"XY","Crocidura orientalis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","JENTINK 1890",1890,"Mammals",0,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",15.8,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura orientalis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,106.9798723,-6.753206594,1,6.753206594,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,244.68905,3168.994787,315.2326917,45.46083441,377.3667178,150.529774,1046.263867,0.035868169,0.314011668,0.081410033,0,NA
"Crocidura orii",0,"XY","Crocidura orii","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","KURODA 1924",1924,"Mammals",1,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",14.4,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura orii","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,129.3980688,28.28697692,1,28.28697692,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,216.4021907,2823.016128,4563.041834,31.33789748,8.859885606,237.6226664,32.99395337,0,0.004264684,0.000651925,0,NA
"Crocidura pachyura",0,"XY","Crocidura pachyura","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","KUSTER 1835",1835,"Mammals",0,82.145,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",14.4,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura pachyura","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",18,8.017629158,36.55655982,0,36.55655982,"This work",0,0,0,0,0,0,1,0,164.124384,633.8678835,5642.086902,52.29193946,290.6373446,138.7012207,151.3537365,0.006934161,0.265779991,0.033858297,0,NA
